ID,device_name,security_label,label_condition,functionality,price,alternative,subject,item,age,gender,education,original_choice
5403,wearable,Has a security label,Graded_A,Functionality level of standard,159.99,binary,1452,1,25,female,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
7272,security camera,Has a security label,info_label_high_sec,Functionality level of premium,175.99,binary,1980,4,23,female,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","('willing to pay for the IoT device',)"
3503,smart thermostat,Has a security label,info_label_high,Functionality level of standard,191.99,graded,964,8,20,female,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","('willing to pay for the IoT device',)"
10120,smart thermostat,Has a security label,Graded_G,Functionality level of premium,223.99,graded,2717,10,28,female,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
4729,smart thermostat,Has a security label,Graded_G,Functionality level of standard,223.99,graded,1286,7,29,female,"Post-graduate Degree (MA, MSc etc.)","('not willing to pay for the IoT device',)"
7496,smart thermostat,Does not have a security label,info_label_high_sec,Functionality level of standard,159.99,informational,2055,8,20,male,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","('not willing to pay for the IoT device',)"
880,wearable,Has a security label,info_label_high,Functionality level of standard,159.99,binary,248,1,19,female,"Undergraduate Degree (BA, BSc etc.)","('willing to pay for the IoT device',)"
5244,smart thermostat,Does not have a security label,info_label_high,Functionality level of premium,159.99,graded,1416,5,26,female,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
5951,wearable,Has a security label,info_label_high_sec,Functionality level of premium,159.99,binary,1611,3,21,female,"Undergraduate Degree (BA, BSc etc.)","('willing to pay for the IoT device',)"
3932,smart thermostat,Has a security label,info_label_high_sec,Functionality level of standard,159.99,binary,1113,9,25,male,"Undergraduate Degree (BA, BSc etc.)","('willing to pay for the IoT device',)"
7022,smart thermostat,Does not have a security label,Graded_G,Functionality level of premium,223.99,graded,1887,1,21,male,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
4413,smart thermostat,Has a security label,SbD,Functionality level of premium,223.99,graded,1222,10,26,male,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
7932,smart thermostat,Has a security label,Graded_G,Functionality level of standard,207.99,binary,2184,5,27,female,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
7895,security camera,Does not have a security label,info_label_high,Functionality level of standard,223.99,graded,2173,4,23,female,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","('not willing to pay for the IoT device',)"
4274,smart thermostat,Has a security label,SbD,Functionality level of standard,191.99,graded,1203,8,25,female,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
8583,smart thermostat,Does not have a security label,Graded_G,Functionality level of premium,207.99,binary,2337,7,23,female,"Undergraduate Degree (BA, BSc etc.)","('willing to pay for the IoT device',)"
767,Smart TV,Has a security label,Graded_D,Functionality level of premium,175.99,binary,210,4,22,female,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","('not willing to pay for the IoT device',)"
5880,wearable,Has a security label,SbD,Functionality level of premium,175.99,informational,1579,6,25,female,"Undergraduate Degree (BA, BSc etc.)","('willing to pay for the IoT device',)"
6750,smart thermostat,Has a security label,Graded_A,Functionality level of premium,223.99,graded,1801,10,29,female,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
4577,smart thermostat,Does not have a security label,Graded_A,Functionality level of standard,175.99,graded,1253,2,25,male,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
9949,smart thermostat,Has a security label,info_label_high_sec,Functionality level of standard,207.99,binary,2687,5,26,female,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","('willing to pay for the IoT device',)"
4013,security camera,Does not have a security label,info_label_low,Functionality level of premium,175.99,informational,1128,5,21,male,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
9279,Smart TV,Does not have a security label,Graded_A,Functionality level of premium,191.99,graded,2520,6,23,male,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
10234,security camera,Does not have a security label,Graded_G,Functionality level of standard,191.99,graded,2743,9,28,male,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
5461,Smart TV,Does not have a security label,Graded_D,Functionality level of standard,223.99,binary,1464,6,25,male,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","('not willing to pay for the IoT device',)"
5407,wearable,Has a security label,Graded_A,Functionality level of standard,207.99,binary,1452,5,25,female,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
10474,wearable,Does not have a security label,Graded_A,Functionality level of premium,159.99,graded,2792,5,18,male,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","('willing to pay for the IoT device',)"
9672,Smart TV,Does not have a security label,info_label_high_sec,Functionality level of premium,159.99,graded,2626,5,24,male,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
5747,wearable,Does not have a security label,Graded_G,Functionality level of standard,175.99,graded,1548,2,21,unknown,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","('willing to pay for the IoT device',)"
1955,smart thermostat,Has a security label,Graded_D,Functionality level of standard,207.99,binary,538,5,23,male,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","('willing to pay for the IoT device',)"
3895,smart thermostat,Does not have a security label,info_label_high_sec,Functionality level of premium,191.99,informational,1108,2,25,female,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
7223,security camera,Has a security label,info_label_high,Functionality level of premium,191.99,graded,1965,3,24,male,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","('not willing to pay for the IoT device',)"
9963,smart thermostat,Does not have a security label,Graded_D,Functionality level of standard,191.99,graded,2689,9,19,male,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","('not willing to pay for the IoT device',)"
462,wearable,Does not have a security label,Graded_D,Functionality level of standard,191.99,graded,120,9,23,female,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
4017,security camera,Does not have a security label,info_label_low,Functionality level of standard,191.99,graded,1128,9,21,male,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
3821,smart thermostat,Does not have a security label,Graded_G,Functionality level of premium,159.99,graded,1069,5,29,male,"Undergraduate Degree (BA, BSc etc.)","('willing to pay for the IoT device',)"
7101,Smart TV,Has a security label,Graded_D,Functionality level of standard,223.99,graded,1924,7,22,male,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
2871,smart thermostat,Has a security label,info_label_high_sec,Functionality level of standard,191.99,graded,785,8,20,male,"Undergraduate Degree (BA, BSc etc.)","('not willing to pay for the IoT device',)"
9828,smart thermostat,Has a security label,Graded_A,Functionality level of standard,159.99,binary,2666,9,18,male,Secondary Education (GCSE/O-Levels),"('not willing to pay for the IoT device',)"
8683,smart thermostat,Does not have a security label,info_label_high,Functionality level of standard,207.99,informational,2364,1,22,female,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","('not willing to pay for the IoT device',)"
10342,smart thermostat,Does not have a security label,Graded_A,Functionality level of standard,207.99,informational,2769,3,27,male,No formal qualifications,"('not willing to pay for the IoT device',)"
9946,smart thermostat,Has a security label,info_label_high_sec,Functionality level of premium,207.99,binary,2687,2,26,female,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","('willing to pay for the IoT device',)"
3057,smart thermostat,Does not have a security label,Graded_A,Functionality level of premium,207.99,binary,834,7,27,female,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","('willing to pay for the IoT device',)"
